beneficiary_id,aadhaar,name,scheme,district,amount,transaction_date,withdrawn,status
B123248,227655144293,Amit Joshi,Scholarship,Rajkot,3000,2023-01-24,1,SUCCESS
B123249,676562709246,Ramesh Patel,Scholarship,Rajkot,5000,2023-08-31,1,FAILED
B123250,670424785607,Suresh Patel,PM-KISAN,Rajkot,5000,2023-07-28,1,SUCCESS
B123251,693944393031,Kiran D.,Pension,Surat,3000,2024-02-25,0,FAILED
B123252,507331658466,Ramesh Patel,Scholarship,Vadodara,5000,2023-08-17,1,SUCCESS
B123253,843344749500,Kiran Desai,Pension,Surat,2000,2025-10-11,1,SUCCESS
B123254,781357408467,Suresh Patel,Scholarship,Surat,2000,2024-05-11,0,FAILED
B123255,169811749575,Ramesh Patel,Pension,Bhavnagar,3000,2024-12-11,0,SUCCESS
B123256,442822982647,Suresh Patel,Scholarship,Vadodara,3000,2025-03-02,1,SUCCESS
B123257,302220540794,Amit J.,Scholarship,Vadodara,3000,2023-08-05,1,SUCCESS
B123258,311863622356,Amit Joshi,Scholarship,Surat,3000,2025-02-11,0,FAILED
B123259,437169348924,Kiran Desai,PM-KISAN,Bhavnagar,2000,2025-02-27,1,SUCCESS
B123260,566657474849,Suresh Patel,PM-KISAN,Rajkot,3000,2024-06-02,0,FAILED
B123261,250409188568,Suresh Patel,PM-KISAN,Surat,5000,2024-08-26,0,SUCCESS
B123262,269585088058,Ramesh Patel,Pension,Ahmedabad,3000,2023-08-28,0,SUCCESS
B123263,161478853735,Kiran Desai,PM-KISAN,Bhavnagar,5000,2023-09-29,0,SUCCESS
B123264,104294632026,Suresh Ptl,Pension,Ahmedabad,3000,2023-03-06,1,SUCCESS
B123265,501431822581,Kiran Desai,Scholarship,Vadodara,5000,2023-04-18,1,SUCCESS
B123266,112164202294,Kiranben Desai,Pension,Ahmedabad,5000,2023-01-06,0,FAILED
B123267,294285972133,Amit Joshi,PM-KISAN,Surat,1000,2024-01-03,0,SUCCESS
B123268,257080768323,Suresh Patel,Scholarship,Surat,5000,2025-03-26,0,FAILED
B123269,157774274624,Suresh Patel,PM-KISAN,Rajkot,2000,2025-09-16,0,SUCCESS
B123270,945236127064,Amit Joshi,Scholarship,Vadodara,1000,2024-09-11,0,FAILED
B123271,261775627950,Ramesh Patel,Scholarship,Bhavnagar,1000,2025-10-14,1,SUCCESS
B123272,770004924635,Mahesh Shah,Pension,Surat,5000,2023-12-02,0,SUCCESS
B123273,442494181342,Mahesh Shah,Scholarship,Ahmedabad,2000,2023-01-30,0,SUCCESS
B123274,421747605483,Suresh Patel,Pension,Surat,3000,2025-02-20,0,FAILED
B123275,348195837372,Mahesh Shah,Scholarship,Rajkot,2000,2023-04-15,0,SUCCESS
B123276,524534776908,Mahesh Shah,Pension,Vadodara,3000,2025-10-22,1,FAILED
B123277,612019384600,Amit Joshi,Pension,Bhavnagar,2000,2024-09-23,0,FAILED
B123278,612019384600,Kiran Desai,PM-KISAN,Ahmedabad,2000,2025-08-13,0,FAILED
B123279,192563463537,Rmsh Patel,Pension,Ahmedabad,5000,2025-08-18,0,FAILED
B123280,606224987040,Kiran Desai,Scholarship,Surat,3000,2024-09-12,0,FAILED
B123281,529670194537,Suresh Patel,Pension,Surat,5000,2024-10-30,0,FAILED
B123282,894375854343,Ramesh Ptl,Scholarship,Ahmedabad,5000,2024-06-15,0,SUCCESS
B123283,426430519443,Rameshbhai Patel,Scholarship,Bhavnagar,2000,2024-03-19,0,FAILED
B123284,961724761997,Suresh Patel,Scholarship,Ahmedabad,2000,2024-09-03,0,FAILED
B123285,297729026723,Amit Joshi,Scholarship,Ahmedabad,1000,2025-05-29,1,SUCCESS
B123286,795324556445,Maheshbhai Shah,Pension,Vadodara,2000,2025-04-07,1,SUCCESS
B123287,693467482971,Kiran Desai,Scholarship,Surat,3000,2024-03-13,1,SUCCESS
B123288,864698487150,Mahesh Shah,Pension,Bhavnagar,5000,2025-10-04,0,FAILED
B123289,859853128360,Sureshbhai Patel,Pension,Bhavnagar,1000,2025-01-19,0,FAILED
B123290,312680654873,Suresh Patel,PM-KISAN,Rajkot,5000,2025-01-22,1,FAILED
B123291,303550717240,Kiran Desai,Pension,Rajkot,3000,2024-12-30,1,FAILED
B123292,597503443675,Ramesh Patel,Pension,Bhavnagar,2000,2025-08-21,0,SUCCESS
B123293,761499179631,Ramesh Patel,Pension,Vadodara,2000,2023-07-24,1,FAILED
B123294,866934065685,Mahesh Shah,Pension,Surat,5000,2023-09-28,0,SUCCESS
B123295,799931908480,Amit Joshi,Scholarship,Ahmedabad,3000,2024-12-13,1,SUCCESS
B123296,339141314502,Kiran Desai,Scholarship,Surat,1000,2024-06-13,0,SUCCESS
B123297,122007983592,Suresh Patel,PM-KISAN,Surat,3000,2023-07-24,0,SUCCESS
B123298,636080887687,Ramesh Patel,Pension,Rajkot,1000,2025-09-11,1,FAILED
B123299,589460124569,Ramesh Patel,PM-KISAN,Ahmedabad,3000,2025-01-20,1,SUCCESS
B123300,445580090912,Kiran Desai,Pension,Surat,5000,2023-07-05,1,SUCCESS
B123301,234453856808,Mahesh Shah,Pension,Bhavnagar,1000,2025-07-13,1,SUCCESS
B123302,284220300758,Ramesh Patel,Scholarship,Rajkot,3000,2024-01-28,1,SUCCESS
B123303,787909818725,Kiran Desai,PM-KISAN,Bhavnagar,3000,2025-10-04,0,FAILED
B123304,694988778945,Mahesh Shah,Scholarship,Rajkot,5000,2023-11-07,0,SUCCESS
B123305,353719180511,Amit Joshi,PM-KISAN,Surat,2000,2023-01-26,1,SUCCESS
B123306,674257159813,Ramesh Patel,Pension,Bhavnagar,3000,2025-01-21,1,FAILED
B123307,266976730806,Ramesh Patel,PM-KISAN,Surat,2000,2025-03-30,1,SUCCESS
B123308,469810619407,Suresh Patel,Scholarship,Vadodara,1000,2024-04-29,1,SUCCESS
B123309,375077733893,Mahesh Shah,Scholarship,Surat,1000,2024-03-11,1,FAILED
B123310,416163198973,Kiran Desai,Scholarship,Vadodara,5000,2024-08-16,0,FAILED
B123311,533670757854,Ramesh Patel,PM-KISAN,Surat,3000,2024-05-05,0,FAILED
B123312,895346911086,Ramesh Patel,PM-KISAN,Vadodara,1000,2024-03-17,1,FAILED
B123313,462771558960,Suresh Patel,Scholarship,Vadodara,2000,2025-06-06,1,SUCCESS
B123314,578254376408,Mahesh Shah,Scholarship,Bhavnagar,5000,2024-08-24,0,SUCCESS
B123315,986265588874,Suresh Patel,Scholarship,Vadodara,3000,2023-02-11,1,FAILED
B123316,316452249841,Kiran Desai,PM-KISAN,Ahmedabad,3000,2025-11-09,1,SUCCESS
B123317,787202188963,Suresh Patel,Pension,Rajkot,1000,2023-01-14,0,SUCCESS
B123318,674140060834,Suresh Patel,Scholarship,Surat,3000,2025-04-23,0,SUCCESS
B123319,502442530404,Ramesh Patel,Scholarship,Surat,3000,2023-05-28,0,SUCCESS
B123320,826762146236,Kiran Desai,Pension,Vadodara,2000,2025-04-04,1,FAILED
B123321,877264259481,Suresh Patel,Scholarship,Ahmedabad,1000,2024-08-27,0,FAILED
B123322,947978641695,Suresh Patel,PM-KISAN,Rajkot,5000,2025-11-18,1,SUCCESS
B123323,156904380397,Ramesh Patel,Scholarship,Bhavnagar,3000,2025-01-25,1,SUCCESS
B123324,367274631183,Suresh Patel,Pension,Vadodara,3000,2025-07-06,0,FAILED
B123325,279511679815,Amitbhai Joshi,PM-KISAN,Surat,3000,2025-08-13,1,FAILED
B123326,806670537876,Amit Joshi,Pension,Rajkot,5000,2023-07-07,1,FAILED
B123327,790299552010,Amit Joshi,PM-KISAN,Ahmedabad,1000,2024-10-23,0,FAILED
B123328,923874436119,Suresh Patel,Scholarship,Vadodara,1000,2023-02-09,0,FAILED
B123329,429925186135,Mahesh Shah,Scholarship,Rajkot,2000,2025-11-12,0,SUCCESS
B123330,286289710397,Suresh Patel,PM-KISAN,Rajkot,3000,2025-01-11,0,SUCCESS
B123331,311331775144,Suresh Patel,Scholarship,Rajkot,3000,2024-12-23,0,SUCCESS
B123332,436555753791,Amit J.,Pension,Surat,2000,2025-11-18,1,FAILED
B123333,147707007207,Amit Joshi,PM-KISAN,Ahmedabad,3000,2025-02-15,0,FAILED
B123334,386447830758,Amit Joshi,Scholarship,Rajkot,1000,2025-03-08,0,FAILED
B123335,337901904597,Suresh Patel,Pension,Bhavnagar,5000,2023-10-22,0,SUCCESS
B123336,499930843873,Ramesh Patel,Pension,Rajkot,2000,2023-12-10,0,FAILED
B123337,255653164920,Mahesh Shah,Pension,Vadodara,3000,2024-09-03,0,FAILED
B123338,772566344616,Amit Joshi,Pension,Ahmedabad,2000,2025-02-02,1,FAILED
B123339,491543041029,Suresh Patel,Scholarship,Bhavnagar,5000,2025-06-03,1,SUCCESS
B123340,478875531670,Amit Joshi,Scholarship,Rajkot,5000,2025-12-03,0,SUCCESS
B123341,554283844278,Mahesh Shah,Pension,Rajkot,2000,2025-07-03,1,FAILED
B123342,232345850502,Kiran Desai,Pension,Bhavnagar,1000,2024-07-16,0,FAILED
B123343,374531253479,Kiran Desai,Scholarship,Bhavnagar,1000,2023-02-21,0,FAILED
B123344,939849634681,Ramesh Patel,Scholarship,Ahmedabad,5000,2023-02-27,0,SUCCESS
B123345,801588372645,Mahesh Shah,Pension,Rajkot,3000,2025-12-28,0,FAILED
B123346,328918364944,Amit Joshi,PM-KISAN,Rajkot,1000,2024-11-06,0,FAILED
B123347,982038581065,Suresh Patel,PM-KISAN,Rajkot,2000,2024-04-17,0,FAILED
B123348,522534263303,Kiran Desai,PM-KISAN,Bhavnagar,2000,2023-11-07,1,SUCCESS
B123349,502082054790,Suresh Patel,Pension,Rajkot,2000,2024-03-14,1,FAILED
B123350,486549835272,Ramesh Patel,PM-KISAN,Bhavnagar,5000,2024-09-23,1,FAILED
B123351,801939794522,Kiran Desai,Scholarship,Vadodara,2000,2025-04-09,1,FAILED
B123352,355706497674,Amit Joshi,PM-KISAN,Surat,3000,2023-04-26,0,FAILED
B123353,959549229278,Amit Joshi,PM-KISAN,Surat,1000,2025-08-18,0,FAILED
B123354,671754201275,Mahesh Shah,Pension,Surat,1000,2023-11-21,1,SUCCESS
B123355,587573750943,Mahesh Shah,PM-KISAN,Surat,1000,2024-04-05,0,FAILED
B123356,350151397416,Maheshbhai Shah,Pension,Surat,2000,2025-05-10,0,SUCCESS
B123357,781688304901,Suresh Patel,PM-KISAN,Ahmedabad,1000,2023-06-04,0,FAILED
B123358,441307181645,Kiran Desai,Scholarship,Surat,2000,2024-07-14,0,SUCCESS
B123359,749562866550,Amit Joshi,Scholarship,Ahmedabad,2000,2024-12-30,1,FAILED
B123360,955311956079,Kiran Desai,PM-KISAN,Surat,1000,2023-03-04,1,FAILED
B123361,205154650419,Sureshbhai Patel,Pension,Ahmedabad,5000,2023-01-29,1,FAILED
B123362,145786361996,Ramesh Patel,PM-KISAN,Bhavnagar,2000,2025-07-21,0,FAILED
B123363,582927548665,Ramesh Patel,Pension,Vadodara,1000,2024-03-02,0,SUCCESS
B123364,203952700812,Kiran Desai,Pension,Rajkot,3000,2024-04-16,0,FAILED
B123365,194234772374,Ramesh Patel,Pension,Vadodara,3000,2023-09-04,0,FAILED
B123366,157169345773,Sureshbhai Patel,Scholarship,Vadodara,1000,2023-06-15,1,FAILED
B123367,645597738781,Ramesh Patel,Scholarship,Vadodara,3000,2025-04-18,0,SUCCESS
B123368,476845513813,Ramesh Patel,Scholarship,Vadodara,5000,2025-05-12,1,SUCCESS
B123369,108791569225,Mahesh Shah,Pension,Rajkot,1000,2023-07-12,0,SUCCESS
B123370,583616107857,Suresh Patel,Scholarship,Rajkot,2000,2025-07-27,0,FAILED
B123371,748923289222,Amit J.,PM-KISAN,Ahmedabad,1000,2024-06-12,1,SUCCESS
B123372,824944410594,Amitbhai Joshi,Pension,Bhavnagar,3000,2025-12-01,1,FAILED
B123373,777424447581,Kiran Desai,Scholarship,Ahmedabad,2000,2023-01-10,1,SUCCESS
B123374,777424447581,Kiran Desai,PM-KISAN,Vadodara,1000,2024-03-15,1,SUCCESS
B123375,796658969843,Sureshbhai Patel,Pension,Vadodara,5000,2024-11-09,1,FAILED
B123376,997707029866,Ramesh Patel,Pension,Bhavnagar,2000,2025-11-10,1,FAILED
B123377,945548048873,Kiranben Desai,PM-KISAN,Ahmedabad,2000,2024-12-23,1,SUCCESS
B123378,978896951756,Kiran Desai,Pension,Bhavnagar,1000,2023-08-18,1,FAILED
B123379,944192817309,Amit Joshi,Pension,Vadodara,2000,2023-01-24,1,SUCCESS
B123380,910941228634,Amit Joshi,PM-KISAN,Vadodara,2000,2024-07-08,0,SUCCESS
B123381,144088190887,Mahesh Shah,PM-KISAN,Ahmedabad,5000,2024-05-02,0,FAILED
B123382,987448731749,Amit Joshi,Scholarship,Ahmedabad,5000,2023-10-13,0,FAILED
B123383,588128918806,Amit Joshi,Pension,Surat,2000,2025-05-24,0,FAILED
B123384,933462724290,Suresh Ptl,Pension,Bhavnagar,5000,2025-03-15,0,FAILED
B123385,899059683880,Kiran D.,PM-KISAN,Vadodara,5000,2023-02-17,0,FAILED
B123386,912322048640,Suresh Ptl,Pension,Rajkot,1000,2023-07-31,1,FAILED
B123387,616609688525,Ramesh Patel,Pension,Vadodara,3000,2024-09-11,1,FAILED
B123388,740045553547,Rmsh Patel,Pension,Vadodara,5000,2023-02-11,0,FAILED
B123389,505759257687,Kiran D.,Scholarship,Vadodara,3000,2025-11-07,0,FAILED
B123390,971430339104,Ramesh Patel,Scholarship,Surat,5000,2025-10-26,1,SUCCESS
B123391,963443674131,Mahesh Shah,PM-KISAN,Surat,3000,2023-01-01,0,SUCCESS
B123392,947449281254,Mahesh Shah,Pension,Bhavnagar,2000,2024-12-09,0,FAILED
B123393,958246521341,Suresh Ptl,Pension,Ahmedabad,5000,2023-01-03,1,SUCCESS
B123394,304672250404,Ramesh Patel,PM-KISAN,Ahmedabad,3000,2024-08-22,1,SUCCESS
B123395,954684657116,Mahesh Shah,PM-KISAN,Ahmedabad,2000,2024-07-18,1,FAILED
B123396,888385977473,Mahesh Shah,Pension,Bhavnagar,5000,2024-05-28,1,FAILED
B123397,217555125528,Ramesh Patel,Pension,Rajkot,5000,2024-04-12,1,SUCCESS
B123398,331916141388,Mahesh Shah,PM-KISAN,Rajkot,5000,2025-03-26,1,FAILED
B123399,511696834213,Ramesh Ptl,Pension,Rajkot,5000,2025-12-29,1,SUCCESS
B123400,134597127078,Suresh Patel,Pension,Bhavnagar,2000,2024-01-14,0,SUCCESS
B123401,631404945128,Mahesh Shah,PM-KISAN,Bhavnagar,2000,2024-07-12,1,FAILED
B123402,889271336529,Suresh Patel,Pension,Vadodara,3000,2025-08-17,0,SUCCESS
B123403,245186048746,Amit Joshi,PM-KISAN,Bhavnagar,3000,2024-06-23,0,FAILED
B123404,488952606686,Mahesh Shah,PM-KISAN,Surat,5000,2025-06-10,0,SUCCESS
B123405,898006610752,Suresh Patel,Pension,Ahmedabad,5000,2024-08-15,0,SUCCESS
B123406,860118210330,Amit Joshi,Scholarship,Ahmedabad,2000,2024-07-18,0,FAILED
B123407,715414499175,Suresh Patel,Scholarship,Rajkot,3000,2024-02-05,1,FAILED
B123408,148997414767,Kiran Desai,Pension,Rajkot,2000,2023-05-13,0,FAILED
B123409,446552932586,Amit Joshi,Scholarship,Ahmedabad,1000,2024-12-08,1,SUCCESS
B123410,916367879483,Kiran Desai,PM-KISAN,Rajkot,3000,2024-06-30,1,SUCCESS
B123411,614859149957,Amit J.,PM-KISAN,Bhavnagar,5000,2023-02-14,0,SUCCESS
B123412,900277239942,Amitbhai Joshi,Pension,Ahmedabad,1000,2024-05-30,0,SUCCESS
B123413,369572280957,Mahesh Shah,Scholarship,Ahmedabad,1000,2025-09-17,0,FAILED
B123414,304685774670,Amit Joshi,Scholarship,Vadodara,5000,2024-09-09,1,SUCCESS
B123415,480286035336,Mahesh Shah,PM-KISAN,Surat,3000,2024-10-29,0,FAILED
B123416,539872671861,Suresh Patel,PM-KISAN,Surat,5000,2023-04-13,1,FAILED
B123417,569409906213,Kiran Desai,Pension,Surat,1000,2025-03-09,1,FAILED
B123418,278164094231,Mahesh Shah,Pension,Vadodara,2000,2023-05-05,0,SUCCESS
B123419,683427249359,Mahesh Shah,PM-KISAN,Rajkot,5000,2024-01-31,0,FAILED
B123420,931108788309,Amit Joshi,PM-KISAN,Vadodara,5000,2025-10-26,1,SUCCESS
B123421,336039862420,Ramesh Ptl,Pension,Surat,5000,2025-11-24,0,SUCCESS
B123422,388886689543,Kiran Desai,PM-KISAN,Vadodara,3000,2025-07-06,1,SUCCESS
B123423,942140088580,Mahesh Shah,Pension,Vadodara,5000,2024-03-22,0,SUCCESS
B123424,217700285771,Kiran Desai,Pension,Bhavnagar,2000,2023-07-09,1,FAILED
B123425,548430584220,Kiranben Desai,Pension,Ahmedabad,5000,2024-07-19,1,FAILED
B123426,764651175613,Amit Joshi,PM-KISAN,Surat,5000,2024-01-02,1,FAILED
B123427,942434466273,Amit Joshi,Scholarship,Bhavnagar,5000,2024-01-16,1,FAILED
B123428,251245135697,Ramesh Patel,Pension,Vadodara,3000,2023-08-28,1,FAILED
B123429,933853625347,Mahesh Shah,PM-KISAN,Rajkot,3000,2023-12-20,0,FAILED
B123430,942655078953,Mahesh Shah,Scholarship,Rajkot,2000,2024-12-24,1,FAILED
B123431,820404063045,Mahesh Shah,Scholarship,Bhavnagar,2000,2023-06-30,0,FAILED
B123432,178650343961,Mahesh Shah,PM-KISAN,Bhavnagar,5000,2025-12-02,0,FAILED
B123433,727299339038,Kiran Desai,PM-KISAN,Surat,1000,2024-02-21,0,FAILED
B123434,232072812229,Suresh Patel,Pension,Vadodara,3000,2025-02-13,0,SUCCESS
B123435,606091375534,Kiran Desai,PM-KISAN,Ahmedabad,2000,2025-06-27,1,SUCCESS
B123436,439344873265,Kiran Desai,Scholarship,Surat,2000,2023-11-03,0,FAILED
B123437,895953431327,Ramesh Patel,PM-KISAN,Bhavnagar,5000,2023-02-08,1,FAILED
B123438,206433143655,Ramesh Patel,Scholarship,Vadodara,5000,2024-12-13,1,FAILED
B123439,879979051774,Amit Joshi,Pension,Ahmedabad,1000,2025-04-01,0,SUCCESS
B123440,175913798959,Rameshbhai Patel,PM-KISAN,Rajkot,1000,2024-04-29,0,FAILED
B123441,811687167210,Rameshbhai Patel,PM-KISAN,Ahmedabad,3000,2023-09-05,0,SUCCESS
B123442,737837088900,Kiran Desai,Pension,Bhavnagar,3000,2024-09-16,0,SUCCESS
B123443,469318470678,Amit Joshi,PM-KISAN,Rajkot,3000,2024-05-30,1,FAILED
B123444,995006891757,Rmsh Patel,PM-KISAN,Rajkot,2000,2025-11-20,1,FAILED
B123445,390371822029,Mahesh Shah,Scholarship,Vadodara,5000,2023-01-02,0,SUCCESS
B123446,138110835275,Amit Joshi,PM-KISAN,Bhavnagar,1000,2023-10-13,0,FAILED
B123447,843844184926,Amit Joshi,PM-KISAN,Ahmedabad,1000,2024-05-01,0,FAILED
B123448,544255751321,Kiran Desai,PM-KISAN,Rajkot,1000,2023-01-26,1,SUCCESS
B123449,232704063290,Rmsh Patel,Scholarship,Rajkot,3000,2023-04-08,1,SUCCESS
B123450,648093965209,Kiran Desai,Pension,Surat,1000,2025-04-28,1,FAILED
B123451,622146351607,Sureshbhai Patel,PM-KISAN,Rajkot,5000,2023-09-15,0,SUCCESS
B123452,407556695719,Amit Joshi,Scholarship,Ahmedabad,2000,2024-02-29,0,FAILED
B123453,167137091982,Mahesh Shah,Scholarship,Rajkot,5000,2024-01-30,0,FAILED
B123454,203610426441,Suresh Patel,Scholarship,Ahmedabad,1000,2024-04-28,1,FAILED
B123455,824140503526,Sureshbhai Patel,Pension,Bhavnagar,5000,2024-11-12,0,SUCCESS
B123456,309992470946,Kiran Desai,PM-KISAN,Ahmedabad,1000,2024-12-13,0,FAILED
B123457,805899522144,Amit Joshi,PM-KISAN,Surat,1000,2025-07-23,1,SUCCESS
B123458,862760160544,Ramesh Patel,PM-KISAN,Ahmedabad,5000,2023-04-04,1,FAILED
B123459,219606354339,Suresh Patel,Pension,Bhavnagar,2000,2023-09-12,0,FAILED
B123460,864045565048,Mahesh Shah,Pension,Rajkot,5000,2023-01-23,0,FAILED
B123461,709459619506,Mahesh Shah,Pension,Ahmedabad,1000,2025-08-05,0,FAILED
B123462,257671037294,Kiran Desai,Scholarship,Ahmedabad,1000,2025-01-08,1,SUCCESS
B123463,767010750995,Mahesh Shah,PM-KISAN,Ahmedabad,2000,2023-02-27,0,FAILED
B123464,404666296052,Maheshbhai Shah,Scholarship,Ahmedabad,5000,2024-06-16,0,FAILED
B123465,111860054018,Kiran Desai,Pension,Bhavnagar,2000,2023-02-05,1,SUCCESS
B123466,141102618507,Suresh Ptl,PM-KISAN,Vadodara,2000,2023-08-01,1,FAILED
B123467,278198268468,Kiran Desai,Pension,Bhavnagar,2000,2024-03-23,0,FAILED
B123468,563239978521,Mahesh Shah,PM-KISAN,Bhavnagar,2000,2024-04-14,0,FAILED
B123469,872900246034,Mahesh Shah,PM-KISAN,Vadodara,5000,2025-06-22,0,SUCCESS
B123470,152997546318,Amit Joshi,Pension,Surat,2000,2023-02-19,0,FAILED
B123471,579770908074,Amit Joshi,Pension,Vadodara,2000,2025-01-22,1,FAILED
B123472,336024166882,Kiran Desai,PM-KISAN,Vadodara,2000,2024-03-23,1,SUCCESS
B123473,784995686497,Rameshbhai Patel,Pension,Ahmedabad,1000,2025-01-21,1,SUCCESS
B123474,622608381094,Amit Joshi,Pension,Rajkot,1000,2023-03-03,1,SUCCESS
B123475,622608381094,Suresh Patel,PM-KISAN,Bhavnagar,5000,2024-11-28,1,SUCCESS
B123476,988981224815,Kiran Desai,Pension,Bhavnagar,1000,2023-10-14,1,SUCCESS
B123477,784067356273,Mahesh Shah,PM-KISAN,Ahmedabad,5000,2025-02-02,0,SUCCESS
B123478,518805055684,Kiran Desai,Scholarship,Ahmedabad,2000,2025-01-19,1,FAILED
B123479,274070177770,Rameshbhai Patel,PM-KISAN,Bhavnagar,3000,2025-04-12,0,SUCCESS
B123480,134077401950,Mahesh Shah,PM-KISAN,Vadodara,5000,2025-01-01,1,FAILED
B123481,962113089332,Kiran D.,Pension,Ahmedabad,2000,2025-12-30,1,FAILED
B123482,962113089332,Kiran D.,Pension,Surat,5000,2024-06-22,1,FAILED
B123483,493617292298,Amitbhai Joshi,Scholarship,Surat,2000,2023-07-19,0,FAILED
B123484,738231344662,Amit Joshi,Scholarship,Rajkot,2000,2024-10-19,0,FAILED
B123485,565353494611,Suresh Patel,Scholarship,Ahmedabad,3000,2023-08-11,0,SUCCESS
B123486,411548313951,Kiran Desai,PM-KISAN,Surat,2000,2024-08-15,1,FAILED
B123487,411548313951,Kiranben Desai,Pension,Vadodara,5000,2023-11-16,0,SUCCESS
B123488,199052822769,Amit Joshi,PM-KISAN,Rajkot,1000,2025-08-22,0,SUCCESS
B123489,971200089035,Mahesh Shah,Pension,Ahmedabad,5000,2024-06-01,1,FAILED
B123490,197259286457,Mahesh Shah,Scholarship,Rajkot,3000,2024-10-11,1,SUCCESS
B123491,621690126235,Mahesh Shah,Scholarship,Vadodara,5000,2024-01-03,0,FAILED
B123492,872314441981,Ramesh Patel,Scholarship,Surat,3000,2025-09-12,1,SUCCESS
B123493,843450448080,Mahesh Shah,Pension,Vadodara,1000,2023-07-12,1,FAILED
B123494,822712975260,Ramesh Patel,Scholarship,Bhavnagar,2000,2025-03-25,0,FAILED
B123495,150940812381,Suresh Ptl,Scholarship,Ahmedabad,2000,2025-10-26,1,SUCCESS
B123496,526158987675,Rameshbhai Patel,PM-KISAN,Rajkot,2000,2023-05-10,0,FAILED
B123497,960881813637,Rameshbhai Patel,Scholarship,Surat,3000,2024-11-04,0,SUCCESS
B123498,207479525530,Amit Joshi,PM-KISAN,Surat,3000,2024-11-14,1,FAILED
B123499,630289380164,Amit Joshi,PM-KISAN,Vadodara,2000,2024-09-02,0,FAILED
B123500,496227388056,Amitbhai Joshi,PM-KISAN,Bhavnagar,3000,2025-07-05,1,FAILED
B123501,368239772261,Amit Joshi,Pension,Bhavnagar,2000,2023-12-20,1,FAILED
B123502,366567381885,Suresh Patel,Pension,Vadodara,1000,2025-10-22,0,SUCCESS
B123503,172749922172,Kiran Desai,Scholarship,Ahmedabad,5000,2023-06-10,0,SUCCESS
B123504,866411330028,Suresh Patel,Scholarship,Bhavnagar,3000,2024-05-17,0,FAILED
B123505,655866492532,Ramesh Patel,PM-KISAN,Ahmedabad,2000,2023-07-29,0,FAILED
B123506,478102328170,Amitbhai Joshi,PM-KISAN,Surat,5000,2025-01-05,0,FAILED
B123507,867266971672,Suresh Patel,Pension,Vadodara,3000,2023-12-23,0,SUCCESS
B123508,956768866911,Suresh Patel,Pension,Surat,3000,2024-10-23,1,SUCCESS
B123509,336436061056,Mahesh S.,Scholarship,Surat,3000,2025-05-11,1,SUCCESS
B123510,553644011004,Amit Joshi,Pension,Surat,5000,2024-10-31,0,SUCCESS
B123511,707333994542,Ramesh Ptl,Scholarship,Ahmedabad,3000,2025-08-31,0,SUCCESS
B123512,430944405620,Amit Joshi,Pension,Ahmedabad,3000,2024-10-15,1,FAILED
B123513,652531510529,Amit Joshi,PM-KISAN,Bhavnagar,1000,2023-07-28,1,SUCCESS
B123514,708991675927,Amit J.,PM-KISAN,Rajkot,5000,2024-11-29,1,FAILED
B123515,197231488275,Mahesh Shah,PM-KISAN,Surat,5000,2023-03-22,0,SUCCESS
B123516,517411600556,Suresh Patel,PM-KISAN,Vadodara,3000,2024-06-06,1,SUCCESS
B123517,542413594563,Kiran D.,Pension,Vadodara,2000,2024-02-13,1,FAILED
B123518,243122522165,Suresh Patel,PM-KISAN,Vadodara,5000,2025-04-09,0,SUCCESS
B123519,481198029598,Kiran D.,Scholarship,Ahmedabad,1000,2024-03-19,0,SUCCESS
B123520,851247489165,Suresh Patel,PM-KISAN,Rajkot,2000,2025-01-17,0,FAILED
B123521,432285472405,Mahesh Shah,Scholarship,Rajkot,3000,2025-04-01,0,SUCCESS
B123522,273572388887,Sureshbhai Patel,Scholarship,Surat,2000,2023-04-03,0,SUCCESS
B123523,564737893075,Suresh Ptl,PM-KISAN,Surat,1000,2023-01-21,1,SUCCESS
B123524,973083930836,Mahesh Shah,Pension,Ahmedabad,1000,2023-12-15,1,FAILED
B123525,886656464190,Ramesh Patel,PM-KISAN,Bhavnagar,3000,2023-11-15,1,FAILED
B123526,472696504598,Suresh Patel,Scholarship,Rajkot,2000,2024-01-13,0,FAILED
B123527,179343123415,Amit J.,Scholarship,Surat,3000,2025-12-09,0,SUCCESS
B123528,198640015407,Suresh Patel,Scholarship,Rajkot,2000,2024-10-14,0,FAILED
B123529,111769940448,Mahesh Shah,Scholarship,Vadodara,2000,2023-04-01,0,SUCCESS
B123530,111769940448,Kiran Desai,PM-KISAN,Vadodara,3000,2023-03-04,1,FAILED
B123531,245588433928,Mahesh S.,Scholarship,Surat,5000,2024-07-19,1,SUCCESS
B123532,976560004471,Ramesh Patel,Scholarship,Bhavnagar,2000,2024-06-20,1,FAILED
B123533,107042656671,Ramesh Patel,Scholarship,Surat,1000,2024-06-24,1,SUCCESS
B123534,252572201794,Ramesh Patel,Pension,Rajkot,5000,2023-11-09,0,SUCCESS
B123535,792108917801,Kiran Desai,Scholarship,Ahmedabad,1000,2025-04-04,1,SUCCESS
B123536,698989274778,Suresh Patel,Scholarship,Surat,2000,2023-01-08,1,SUCCESS
B123537,290517636897,Maheshbhai Shah,Pension,Surat,1000,2025-03-21,1,FAILED
B123538,878169986861,Amit Joshi,Pension,Bhavnagar,5000,2024-10-20,1,FAILED
